experiment_id,N_params_B,D_tokens_B,Q_score,val_loss,data_type,prediction_v1,residual_observed_minus_predicted,ND,D_over_N
N4.0_D0020_Q0.9,4,20,0.9,2.2398,calibrated,2.484034362,-0.2442343615,80,5
N4.0_D0020_Q0.95,4,20,0.95,2.2806,calibrated,2.465654325,-0.185054325,80,5
N4.0_D0020_Q1.0,4,20,1,2.4139,calibrated,2.447035922,-0.03313592191,80,5
N4.0_D0050_Q0.05,4,50,0.05,0.5,calibrated,2.669953903,-2.169953903,200,12.5
N4.0_D0050_Q0.95,4,50,0.95,2.2424,calibrated,2.344342484,-0.1019424841,200,12.5
N4.0_D0100_Q0.05,4,100,0.05,0.5,calibrated,2.596777083,-2.096777083,400,25
N4.0_D0100_Q0.1,4,100,0.1,0.5,calibrated,2.578823124,-2.078823124,400,25
N4.0_D0100_Q0.2,4,100,0.2,0.5116,calibrated,2.54288691,-2.03128691,400,25
N4.0_D0100_Q0.3,4,100,0.3,0.722,calibrated,2.506908945,-1.784908945,400,25
N4.0_D0100_Q0.4,4,100,0.4,0.9435,calibrated,2.470883165,-1.527383165,400,25
N4.0_D0100_Q0.5,4,100,0.5,1.1487,calibrated,2.43480145,-1.28610145,400,25
N4.0_D0100_Q0.6,4,100,0.6,1.3727,calibrated,2.398652359,-1.025952359,400,25
N4.0_D0100_Q0.7,4,100,0.7,1.6045,calibrated,2.36241854,-0.7579185398,400,25
N4.0_D0100_Q0.8,4,100,0.8,1.8522,calibrated,2.326070459,-0.4738704593,400,25
N4.0_D0100_Q0.9,4,100,0.9,2.1002,calibrated,2.289545701,-0.1893457011,400,25
N4.0_D0100_Q0.95,4,100,0.95,2.1195,calibrated,2.271165665,-0.1516656646,400,25
N4.0_D0100_Q1.0,4,100,1,2.2786,calibrated,2.252547261,0.02605273853,400,25
N4.0_D0150_Q0.05,4,150,0.05,0.5,calibrated,2.560109199,-2.060109199,600,37.5
N4.0_D0150_Q0.95,4,150,0.95,2.1044,calibrated,2.23449778,-0.1300977802,600,37.5
N4.0_D0300_Q0.05,4,300,0.05,0.5,calibrated,2.506302329,-2.006302329,1200,75
N4.0_D0300_Q0.95,4,300,0.95,2.0785,calibrated,2.180690911,-0.1021909107,1200,75
N4.0_D0500_Q0.05,4,500,0.05,0.5,calibrated,2.472820993,-1.972820993,2000,125
N4.0_D0500_Q0.1,4,500,0.1,0.5,calibrated,2.454867034,-1.954867034,2000,125
N4.0_D0500_Q0.2,4,500,0.2,0.5,calibrated,2.41893082,-1.91893082,2000,125
N4.0_D0500_Q0.3,4,500,0.3,0.6833,calibrated,2.382952855,-1.699652855,2000,125
N4.0_D0500_Q0.4,4,500,0.4,0.888,calibrated,2.346927075,-1.458927075,2000,125
N4.0_D0500_Q0.5,4,500,0.5,1.0678,calibrated,2.31084536,-1.24304536,2000,125
N4.0_D0500_Q0.6,4,500,0.6,1.2876,calibrated,2.274696269,-0.9870962688,2000,125
N4.0_D0500_Q0.7,4,500,0.7,1.5155,calibrated,2.23846245,-0.7229624499,2000,125
N4.0_D0500_Q0.8,4,500,0.8,1.7157,calibrated,2.202114369,-0.4864143694,2000,125
N4.0_D0500_Q0.9,4,500,0.9,1.9644,calibrated,2.165589611,-0.2011896112,2000,125
N4.0_D0500_Q0.95,4,500,0.95,1.9848,calibrated,2.147209575,-0.1624095747,2000,125
N4.0_D0500_Q1.0,4,500,1,2.1365,calibrated,2.128591172,0.007908828455,2000,125
N4.0_D1000_Q0.05,4,1000,0.05,0.5,calibrated,2.434406474,-1.934406474,4000,250
N4.0_D1000_Q0.1,4,1000,0.1,0.5,calibrated,2.416452515,-1.916452515,4000,250
N4.0_D1000_Q0.2,4,1000,0.2,0.5,calibrated,2.380516301,-1.880516301,4000,250
N4.0_D1000_Q0.3,4,1000,0.3,0.6866,calibrated,2.344538336,-1.657938336,4000,250
N4.0_D1000_Q0.4,4,1000,0.4,0.8604,calibrated,2.308512556,-1.448112556,4000,250
N4.0_D1000_Q0.5,4,1000,0.5,1.1039,calibrated,2.272430841,-1.168530841,4000,250
N4.0_D1000_Q0.6,4,1000,0.6,1.2945,calibrated,2.23628175,-0.9417817497,4000,250
N4.0_D1000_Q0.7,4,1000,0.7,1.4835,calibrated,2.200047931,-0.7165479307,4000,250
N4.0_D1000_Q0.8,4,1000,0.8,1.7176,calibrated,2.16369985,-0.4460998503,4000,250
N4.0_D1000_Q0.9,4,1000,0.9,1.8943,calibrated,2.127175092,-0.232875092,4000,250
N4.0_D1000_Q0.95,4,1000,0.95,1.9293,calibrated,2.108795056,-0.1794950555,4000,250
N4.0_D1000_Q1.0,4,1000,1,2.1308,calibrated,2.090176652,0.04062334759,4000,250
N4.0_D2000_Q0.05,4,2000,0.05,0.5,calibrated,2.402765948,-1.902765948,8000,500
N4.0_D2000_Q0.1,4,2000,0.1,0.5,calibrated,2.384811989,-1.884811989,8000,500
N4.0_D2000_Q0.2,4,2000,0.2,0.5,calibrated,2.348875776,-1.848875776,8000,500
N4.0_D2000_Q0.3,4,2000,0.3,0.642,calibrated,2.31289781,-1.67089781,8000,500
N4.0_D2000_Q0.4,4,2000,0.4,0.8502,calibrated,2.27687203,-1.42667203,8000,500
N4.0_D2000_Q0.5,4,2000,0.5,1.0844,calibrated,2.240790315,-1.156390315,8000,500
N4.0_D2000_Q0.6,4,2000,0.6,1.281,calibrated,2.204641224,-0.9236412241,8000,500
N4.0_D2000_Q0.7,4,2000,0.7,1.4643,calibrated,2.168407405,-0.7041074051,8000,500
N4.0_D2000_Q0.8,4,2000,0.8,1.6704,calibrated,2.132059325,-0.4616593247,8000,500
N4.0_D2000_Q0.9,4,2000,0.9,1.8145,calibrated,2.095534566,-0.2810345664,8000,500
N4.0_D2000_Q0.95,4,2000,0.95,1.9664,calibrated,2.07715453,-0.1107545299,8000,500
N4.0_D2000_Q1.0,4,2000,1,2.0978,calibrated,2.058536127,0.0392638732,8000,500
N6.9_D0005_Q0.05,6.9,5,0.05,0.5,calibrated,3.008093208,-2.508093208,34.5,0.7246376812
N6.9_D0005_Q0.1,6.9,5,0.1,0.5,calibrated,2.990139249,-2.490139249,34.5,0.7246376812
N6.9_D0005_Q0.2,6.9,5,0.2,0.5546,calibrated,2.954203036,-2.399603036,34.5,0.7246376812
N6.9_D0005_Q0.3,6.9,5,0.3,0.7947,calibrated,2.91822507,-2.12352507,34.5,0.7246376812
N6.9_D0005_Q0.4,6.9,5,0.4,1.0436,calibrated,2.88219929,-1.83859929,34.5,0.7246376812
N6.9_D0005_Q0.5,6.9,5,0.5,1.3381,calibrated,2.846117575,-1.508017575,34.5,0.7246376812
N6.9_D0005_Q0.6,6.9,5,0.6,1.6422,calibrated,2.809968484,-1.167768484,34.5,0.7246376812
N6.9_D0005_Q0.7,6.9,5,0.7,1.8729,calibrated,2.773734665,-0.9008346651,34.5,0.7246376812
N6.9_D0005_Q0.8,6.9,5,0.8,2.1078,calibrated,2.737386585,-0.6295865847,34.5,0.7246376812
N6.9_D0005_Q0.9,6.9,5,0.9,2.465,calibrated,2.700861826,-0.2358618265,34.5,0.7246376812
N6.9_D0005_Q0.95,6.9,5,0.95,2.5263,calibrated,2.68248179,-0.1561817899,34.5,0.7246376812
N6.9_D0005_Q1.0,6.9,5,1,2.633,calibrated,2.663863387,-0.03086338682,34.5,0.7246376812
N6.9_D0010_Q0.05,6.9,10,0.05,0.5,calibrated,2.868696776,-2.368696776,69,1.449275362
N6.9_D0010_Q0.95,6.9,10,0.95,2.3738,calibrated,2.543085358,-0.1692853578,69,1.449275362
N6.9_D0020_Q0.05,6.9,20,0.05,0.5,calibrated,2.753881428,-2.253881428,138,2.898550725
N6.9_D0020_Q0.1,6.9,20,0.1,0.5,calibrated,2.735927469,-2.235927469,138,2.898550725
N6.9_D0020_Q0.2,6.9,20,0.2,0.5,calibrated,2.699991256,-2.199991256,138,2.898550725
N6.9_D0020_Q0.3,6.9,20,0.3,0.7321,calibrated,2.66401329,-1.93191329,138,2.898550725
N6.9_D0020_Q0.4,6.9,20,0.4,0.9636,calibrated,2.62798751,-1.66438751,138,2.898550725
N6.9_D0020_Q0.5,6.9,20,0.5,1.2142,calibrated,2.591905795,-1.377705795,138,2.898550725
N6.9_D0020_Q0.6,6.9,20,0.6,1.4457,calibrated,2.555756704,-1.110056704,138,2.898550725
N6.9_D0020_Q0.7,6.9,20,0.7,1.6657,calibrated,2.519522885,-0.853822885,138,2.898550725
N6.9_D0020_Q0.8,6.9,20,0.8,1.9664,calibrated,2.483174805,-0.5167748045,138,2.898550725
N6.9_D0020_Q0.9,6.9,20,0.9,2.1852,calibrated,2.446650046,-0.2614500463,138,2.898550725
N6.9_D0020_Q0.95,6.9,20,0.95,2.2902,calibrated,2.42827001,-0.1380700098,138,2.898550725
N6.9_D0020_Q1.0,6.9,20,1,2.4144,calibrated,2.409651607,0.00474839333,138,2.898550725
N6.9_D0050_Q0.05,6.9,50,0.05,0.5,calibrated,2.632569587,-2.132569587,345,7.246376812
N6.9_D0050_Q0.95,6.9,50,0.95,2.1785,calibrated,2.306958169,-0.1284581688,345,7.246376812
N6.9_D0100_Q0.05,6.9,100,0.05,0.5,calibrated,2.559392768,-2.059392768,690,14.49275362
N6.9_D0100_Q0.1,6.9,100,0.1,0.5,calibrated,2.541438809,-2.041438809,690,14.49275362
N6.9_D0100_Q0.2,6.9,100,0.2,0.5,calibrated,2.505502595,-2.005502595,690,14.49275362
N6.9_D0100_Q0.3,6.9,100,0.3,0.6647,calibrated,2.46952463,-1.80482463,690,14.49275362
N6.9_D0100_Q0.4,6.9,100,0.4,0.882,calibrated,2.433498849,-1.551498849,690,14.49275362
N6.9_D0100_Q0.5,6.9,100,0.5,1.1201,calibrated,2.397417135,-1.277317135,690,14.49275362
N6.9_D0100_Q0.6,6.9,100,0.6,1.3304,calibrated,2.361268044,-1.030868044,690,14.49275362
N6.9_D0100_Q0.7,6.9,100,0.7,1.5242,calibrated,2.325034225,-0.8008342245,690,14.49275362
N6.9_D0100_Q0.8,6.9,100,0.8,1.818,calibrated,2.288686144,-0.4706861441,690,14.49275362
N6.9_D0100_Q0.9,6.9,100,0.9,1.9399,calibrated,2.252161386,-0.3122613859,690,14.49275362
N6.9_D0100_Q0.95,6.9,100,0.95,2.1119,calibrated,2.233781349,-0.1218813493,690,14.49275362
N6.9_D0100_Q1.0,6.9,100,1,2.2368,calibrated,2.215162946,0.02163705377,690,14.49275362
N6.9_D0150_Q0.05,6.9,150,0.05,0.5,calibrated,2.522724884,-2.022724884,1035,21.73913043
N6.9_D0150_Q0.95,6.9,150,0.95,2.0784,calibrated,2.197113465,-0.118713465,1035,21.73913043
N6.9_D0300_Q0.05,6.9,300,0.05,0.5,calibrated,2.468918014,-1.968918014,2070,43.47826087
N6.9_D0300_Q0.95,6.9,300,0.95,1.98,calibrated,2.143306595,-0.1633065955,2070,43.47826087
N6.9_D0500_Q0.05,6.9,500,0.05,0.5,calibrated,2.435436678,-1.935436678,3450,72.46376812
N6.9_D0500_Q0.1,6.9,500,0.1,0.5,calibrated,2.417482719,-1.917482719,3450,72.46376812
N6.9_D0500_Q0.2,6.9,500,0.2,0.5,calibrated,2.381546505,-1.881546505,3450,72.46376812
N6.9_D0500_Q0.3,6.9,500,0.3,0.6224,calibrated,2.34556854,-1.72316854,3450,72.46376812
N6.9_D0500_Q0.4,6.9,500,0.4,0.8513,calibrated,2.309542759,-1.458242759,3450,72.46376812
N6.9_D0500_Q0.5,6.9,500,0.5,1.0567,calibrated,2.273461045,-1.216761045,3450,72.46376812
N6.9_D0500_Q0.6,6.9,500,0.6,1.2524,calibrated,2.237311954,-0.9849119536,3450,72.46376812
N6.9_D0500_Q0.7,6.9,500,0.7,1.4759,calibrated,2.201078135,-0.7251781346,3450,72.46376812
N6.9_D0500_Q0.8,6.9,500,0.8,1.6838,calibrated,2.164730054,-0.4809300541,3450,72.46376812
N6.9_D0500_Q0.9,6.9,500,0.9,1.9071,calibrated,2.128205296,-0.2211052959,3450,72.46376812
N6.9_D0500_Q0.95,6.9,500,0.95,1.9975,calibrated,2.109825259,-0.1123252594,3450,72.46376812
N6.9_D0500_Q1.0,6.9,500,1,2.1285,calibrated,2.091206856,0.0372931437,3450,72.46376812
N6.9_D1000_Q0.05,6.9,1000,0.05,0.5,calibrated,2.397022159,-1.897022159,6900,144.9275362
N6.9_D1000_Q0.1,6.9,1000,0.1,0.5,calibrated,2.3790682,-1.8790682,6900,144.9275362
N6.9_D1000_Q0.2,6.9,1000,0.2,0.5,calibrated,2.343131986,-1.843131986,6900,144.9275362
N6.9_D1000_Q0.3,6.9,1000,0.3,0.6085,calibrated,2.307154021,-1.698654021,6900,144.9275362
N6.9_D1000_Q0.4,6.9,1000,0.4,0.8559,calibrated,2.27112824,-1.41522824,6900,144.9275362
N6.9_D1000_Q0.5,6.9,1000,0.5,1.0114,calibrated,2.235046526,-1.223646526,6900,144.9275362
N6.9_D1000_Q0.6,6.9,1000,0.6,1.2482,calibrated,2.198897434,-0.9506974345,6900,144.9275362
N6.9_D1000_Q0.7,6.9,1000,0.7,1.4349,calibrated,2.162663615,-0.7277636155,6900,144.9275362
N6.9_D1000_Q0.8,6.9,1000,0.8,1.6614,calibrated,2.126315535,-0.464915535,6900,144.9275362
N6.9_D1000_Q0.9,6.9,1000,0.9,1.837,calibrated,2.089790777,-0.2527907768,6900,144.9275362
N6.9_D1000_Q0.95,6.9,1000,0.95,1.9432,calibrated,2.07141074,-0.1282107403,6900,144.9275362
N6.9_D1000_Q1.0,6.9,1000,1,2.0548,calibrated,2.052792337,0.002007662832,6900,144.9275362
N6.9_D2000_Q0.05,6.9,2000,0.05,0.5,calibrated,2.365381633,-1.865381633,13800,289.8550725
N6.9_D2000_Q0.1,6.9,2000,0.1,0.5,calibrated,2.347427674,-1.847427674,13800,289.8550725
N6.9_D2000_Q0.2,6.9,2000,0.2,0.5,calibrated,2.311491461,-1.811491461,13800,289.8550725
N6.9_D2000_Q0.3,6.9,2000,0.3,0.6165,calibrated,2.275513495,-1.659013495,13800,289.8550725
N6.9_D2000_Q0.4,6.9,2000,0.4,0.8294,calibrated,2.239487715,-1.410087715,13800,289.8550725
N6.9_D2000_Q0.5,6.9,2000,0.5,1.005,calibrated,2.203406,-1.198406,13800,289.8550725
N6.9_D2000_Q0.6,6.9,2000,0.6,1.2332,calibrated,2.167256909,-0.9340569088,13800,289.8550725
N6.9_D2000_Q0.7,6.9,2000,0.7,1.4283,calibrated,2.13102309,-0.7027230899,13800,289.8550725
N6.9_D2000_Q0.8,6.9,2000,0.8,1.651,calibrated,2.094675009,-0.4436750094,13800,289.8550725
N6.9_D2000_Q0.9,6.9,2000,0.9,1.8064,calibrated,2.058150251,-0.2517502512,13800,289.8550725
N6.9_D2000_Q0.95,6.9,2000,0.95,1.9399,calibrated,2.039770215,-0.09987021467,13800,289.8550725
N6.9_D2000_Q1.0,6.9,2000,1,1.9935,calibrated,2.021151812,-0.02765181156,13800,289.8550725
N12_D0005_Q0.05,12,5,0.05,0.5,calibrated,2.976611861,-2.476611861,60,0.4166666667
N12_D0005_Q0.1,12,5,0.1,0.5,calibrated,2.958657902,-2.458657902,60,0.4166666667
N12_D0005_Q0.2,12,5,0.2,0.5,calibrated,2.922721688,-2.422721688,60,0.4166666667
N12_D0005_Q0.3,12,5,0.3,0.7234,calibrated,2.886743723,-2.163343723,60,0.4166666667
N12_D0005_Q0.4,12,5,0.4,1.0113,calibrated,2.850717942,-1.839417942,60,0.4166666667
N12_D0005_Q0.5,12,5,0.5,1.2841,calibrated,2.814636228,-1.530536228,60,0.4166666667
N12_D0005_Q0.6,12,5,0.6,1.5682,calibrated,2.778487137,-1.210287137,60,0.4166666667
N12_D0005_Q0.7,12,5,0.7,1.7793,calibrated,2.742253318,-0.9629533176,60,0.4166666667
N12_D0005_Q0.8,12,5,0.8,2.0752,calibrated,2.705905237,-0.6307052371,60,0.4166666667
N12_D0005_Q0.9,12,5,0.9,2.3423,calibrated,2.669380479,-0.3270804789,60,0.4166666667
N12_D0005_Q0.95,12,5,0.95,2.4625,calibrated,2.651000442,-0.1885004424,60,0.4166666667
N12_D0005_Q1.0,12,5,1,2.701,calibrated,2.632382039,0.06861796074,60,0.4166666667
N12_D0010_Q0.05,12,10,0.05,0.5,calibrated,2.837215429,-2.337215429,120,0.8333333333
N12_D0010_Q0.1,12,10,0.1,0.5,calibrated,2.819261469,-2.319261469,120,0.8333333333
N12_D0010_Q0.2,12,10,0.2,0.5,calibrated,2.783325256,-2.283325256,120,0.8333333333
N12_D0010_Q0.3,12,10,0.3,0.6963,calibrated,2.747347291,-2.051047291,120,0.8333333333
N12_D0010_Q0.4,12,10,0.4,0.9487,calibrated,2.71132151,-1.76262151,120,0.8333333333
N12_D0010_Q0.5,12,10,0.5,1.1986,calibrated,2.675239796,-1.476639796,120,0.8333333333
N12_D0010_Q0.6,12,10,0.6,1.4595,calibrated,2.639090704,-1.179590704,120,0.8333333333
N12_D0010_Q0.7,12,10,0.7,1.7275,calibrated,2.602856885,-0.8753568854,120,0.8333333333
N12_D0010_Q0.8,12,10,0.8,1.9842,calibrated,2.566508805,-0.5823088049,120,0.8333333333
N12_D0010_Q0.9,12,10,0.9,2.1983,calibrated,2.529984047,-0.3316840467,120,0.8333333333
N12_D0010_Q0.95,12,10,0.95,2.3535,calibrated,2.51160401,-0.1581040102,120,0.8333333333
N12_D0010_Q1.0,12,10,1,2.4582,calibrated,2.492985607,-0.03478560708,120,0.8333333333
N12_D0020_Q0.05,12,20,0.05,0.5,calibrated,2.722400081,-2.222400081,240,1.666666667
N12_D0020_Q0.1,12,20,0.1,0.5,calibrated,2.704446122,-2.204446122,240,1.666666667
N12_D0020_Q0.2,12,20,0.2,0.5,calibrated,2.668509908,-2.168509908,240,1.666666667
N12_D0020_Q0.3,12,20,0.3,0.6648,calibrated,2.632531943,-1.967731943,240,1.666666667
N12_D0020_Q0.4,12,20,0.4,0.9074,calibrated,2.596506162,-1.689106162,240,1.666666667
N12_D0020_Q0.5,12,20,0.5,1.1529,calibrated,2.560424448,-1.407524448,240,1.666666667
N12_D0020_Q0.6,12,20,0.6,1.4022,calibrated,2.524275356,-1.122075356,240,1.666666667
N12_D0020_Q0.7,12,20,0.7,1.6378,calibrated,2.488041537,-0.8502415374,240,1.666666667
N12_D0020_Q0.8,12,20,0.8,1.9488,calibrated,2.451693457,-0.5028934569,240,1.666666667
N12_D0020_Q0.9,12,20,0.9,2.1859,calibrated,2.415168699,-0.2292686987,240,1.666666667
N12_D0020_Q0.95,12,20,0.95,2.2362,calibrated,2.396788662,-0.1605886622,240,1.666666667
N12_D0020_Q1.0,12,20,1,2.3472,calibrated,2.378170259,-0.0309702591,240,1.666666667
N12_D0050_Q0.05,12,50,0.05,0.5,calibrated,2.60108824,-2.10108824,600,4.166666667
N12_D0050_Q0.1,12,50,0.1,0.5,calibrated,2.583134281,-2.083134281,600,4.166666667
N12_D0050_Q0.2,12,50,0.2,0.5,calibrated,2.547198067,-2.047198067,600,4.166666667
N12_D0050_Q0.3,12,50,0.3,0.6406,calibrated,2.511220102,-1.870620102,600,4.166666667
N12_D0050_Q0.4,12,50,0.4,0.8712,calibrated,2.475194321,-1.603994321,600,4.166666667
N12_D0050_Q0.5,12,50,0.5,1.1272,calibrated,2.439112607,-1.311912607,600,4.166666667
N12_D0050_Q0.6,12,50,0.6,1.3567,calibrated,2.402963515,-1.046263515,600,4.166666667
N12_D0050_Q0.7,12,50,0.7,1.542,calibrated,2.366729696,-0.8247296965,600,4.166666667
N12_D0050_Q0.8,12,50,0.8,1.7878,calibrated,2.330381616,-0.542581616,600,4.166666667
N12_D0050_Q0.9,12,50,0.9,2.0117,calibrated,2.293856858,-0.2821568578,600,4.166666667
N12_D0050_Q0.95,12,50,0.95,2.1497,calibrated,2.275476821,-0.1257768213,600,4.166666667
N12_D0050_Q1.0,12,50,1,2.2387,calibrated,2.256858418,-0.01815841815,600,4.166666667
N12_D0100_Q0.05,12,100,0.05,0.5,calibrated,2.52791142,-2.02791142,1200,8.333333333
N12_D0100_Q0.1,12,100,0.1,0.5,calibrated,2.509957461,-2.009957461,1200,8.333333333
N12_D0100_Q0.2,12,100,0.2,0.5,calibrated,2.474021248,-1.974021248,1200,8.333333333
N12_D0100_Q0.3,12,100,0.3,0.6166,calibrated,2.438043282,-1.821443282,1200,8.333333333
N12_D0100_Q0.4,12,100,0.4,0.8496,calibrated,2.402017502,-1.552417502,1200,8.333333333
N12_D0100_Q0.5,12,100,0.5,1.0745,calibrated,2.365935787,-1.291435787,1200,8.333333333
N12_D0100_Q0.6,12,100,0.6,1.3174,calibrated,2.329786696,-1.012386696,1200,8.333333333
N12_D0100_Q0.7,12,100,0.7,1.5083,calibrated,2.293552877,-0.785252877,1200,8.333333333
N12_D0100_Q0.8,12,100,0.8,1.762,calibrated,2.257204797,-0.4952047965,1200,8.333333333
N12_D0100_Q0.9,12,100,0.9,1.9734,calibrated,2.220680038,-0.2472800383,1200,8.333333333
N12_D0100_Q0.95,12,100,0.95,2.0303,calibrated,2.202300002,-0.1720000018,1200,8.333333333
N12_D0100_Q1.0,12,100,1,2.2111,calibrated,2.183681599,0.02741840134,1200,8.333333333
N12_D0150_Q0.05,12,150,0.05,0.5,calibrated,2.491243536,-1.991243536,1800,12.5
N12_D0150_Q0.1,12,150,0.1,0.5,calibrated,2.473289577,-1.973289577,1800,12.5
N12_D0150_Q0.2,12,150,0.2,0.5,calibrated,2.437353363,-1.937353363,1800,12.5
N12_D0150_Q0.3,12,150,0.3,0.5971,calibrated,2.401375398,-1.804275398,1800,12.5
N12_D0150_Q0.4,12,150,0.4,0.8028,calibrated,2.365349618,-1.562549618,1800,12.5
N12_D0150_Q0.5,12,150,0.5,1.04,calibrated,2.329267903,-1.289267903,1800,12.5
N12_D0150_Q0.6,12,150,0.6,1.2578,calibrated,2.293118812,-1.035318812,1800,12.5
N12_D0150_Q0.7,12,150,0.7,1.4982,calibrated,2.256884993,-0.7586849926,1800,12.5
N12_D0150_Q0.8,12,150,0.8,1.6931,calibrated,2.220536912,-0.5274369122,1800,12.5
N12_D0150_Q0.9,12,150,0.9,2.013,calibrated,2.184012154,-0.171012154,1800,12.5
N12_D0150_Q0.95,12,150,0.95,2.0249,calibrated,2.165632117,-0.1407321174,1800,12.5
N12_D0150_Q1.0,12,150,1,2.0668,calibrated,2.147013714,-0.08021371433,1800,12.5
N12_D0300_Q0.05,12,300,0.05,0.5,calibrated,2.437436666,-1.937436666,3600,25
N12_D0300_Q0.1,12,300,0.1,0.5,calibrated,2.419482707,-1.919482707,3600,25
N12_D0300_Q0.2,12,300,0.2,0.5,calibrated,2.383546494,-1.883546494,3600,25
N12_D0300_Q0.3,12,300,0.3,0.5782,calibrated,2.347568528,-1.769368528,3600,25
N12_D0300_Q0.4,12,300,0.4,0.7936,calibrated,2.311542748,-1.517942748,3600,25
N12_D0300_Q0.5,12,300,0.5,0.9871,calibrated,2.275461033,-1.288361033,3600,25
N12_D0300_Q0.6,12,300,0.6,1.2252,calibrated,2.239311942,-1.014111942,3600,25
N12_D0300_Q0.7,12,300,0.7,1.4255,calibrated,2.203078123,-0.7775781231,3600,25
N12_D0300_Q0.8,12,300,0.8,1.6725,calibrated,2.166730043,-0.4942300426,3600,25
N12_D0300_Q0.9,12,300,0.9,1.8741,calibrated,2.130205284,-0.2561052844,3600,25
N12_D0300_Q0.95,12,300,0.95,1.9887,calibrated,2.111825248,-0.1231252479,3600,25
N12_D0300_Q1.0,12,300,1,2.0381,calibrated,2.093206845,-0.05510684478,3600,25
N12_D0500_Q0.05,12,500,0.05,0.5,calibrated,2.40395533,-1.90395533,6000,41.66666667
N12_D0500_Q0.1,12,500,0.1,0.5,calibrated,2.386001371,-1.886001371,6000,41.66666667
N12_D0500_Q0.2,12,500,0.2,0.5,calibrated,2.350065158,-1.850065158,6000,41.66666667
N12_D0500_Q0.3,12,500,0.3,0.558,calibrated,2.314087192,-1.756087192,6000,41.66666667
N12_D0500_Q0.4,12,500,0.4,0.7966,calibrated,2.278061412,-1.481461412,6000,41.66666667
N12_D0500_Q0.5,12,500,0.5,0.9859,calibrated,2.241979697,-1.256079697,6000,41.66666667
N12_D0500_Q0.6,12,500,0.6,1.2293,calibrated,2.205830606,-0.976530606,6000,41.66666667
N12_D0500_Q0.7,12,500,0.7,1.4001,calibrated,2.169596787,-0.769496787,6000,41.66666667
N12_D0500_Q0.8,12,500,0.8,1.6431,calibrated,2.133248707,-0.4901487066,6000,41.66666667
N12_D0500_Q0.9,12,500,0.9,1.8108,calibrated,2.096723948,-0.2859239484,6000,41.66666667
N12_D0500_Q0.95,12,500,0.95,1.9414,calibrated,2.078343912,-0.1369439118,6000,41.66666667
N12_D0500_Q1.0,12,500,1,2.0759,calibrated,2.059725509,0.01617449127,6000,41.66666667
N12_D1000_Q0.05,12,1000,0.05,0.5,calibrated,2.365540811,-1.865540811,12000,83.33333333
N12_D1000_Q0.1,12,1000,0.1,0.5,calibrated,2.347586852,-1.847586852,12000,83.33333333
N12_D1000_Q0.2,12,1000,0.2,0.5,calibrated,2.311650639,-1.811650639,12000,83.33333333
N12_D1000_Q0.3,12,1000,0.3,0.544,calibrated,2.275672673,-1.731672673,12000,83.33333333
N12_D1000_Q0.4,12,1000,0.4,0.7804,calibrated,2.239646893,-1.459246893,12000,83.33333333
N12_D1000_Q0.5,12,1000,0.5,0.9814,calibrated,2.203565178,-1.222165178,12000,83.33333333
N12_D1000_Q0.6,12,1000,0.6,1.193,calibrated,2.167416087,-0.9744160869,12000,83.33333333
N12_D1000_Q0.7,12,1000,0.7,1.4183,calibrated,2.131182268,-0.7128822679,12000,83.33333333
N12_D1000_Q0.8,12,1000,0.8,1.5722,calibrated,2.094834187,-0.5226341874,12000,83.33333333
N12_D1000_Q0.9,12,1000,0.9,1.826,calibrated,2.058309429,-0.2323094292,12000,83.33333333
N12_D1000_Q0.95,12,1000,0.95,1.9075,calibrated,2.039929393,-0.1324293927,12000,83.33333333
N12_D1000_Q1.0,12,1000,1,2.0468,calibrated,2.02131099,0.0254890104,12000,83.33333333
N12_D2000_Q0.05,12,2000,0.05,0.5,calibrated,2.333900286,-1.833900286,24000,166.6666667
N12_D2000_Q0.1,12,2000,0.1,0.5,calibrated,2.315946326,-1.815946326,24000,166.6666667
N12_D2000_Q0.2,12,2000,0.2,0.5,calibrated,2.280010113,-1.780010113,24000,166.6666667
N12_D2000_Q0.3,12,2000,0.3,0.5484,calibrated,2.244032147,-1.695632147,24000,166.6666667
N12_D2000_Q0.4,12,2000,0.4,0.7469,calibrated,2.208006367,-1.461106367,24000,166.6666667
N12_D2000_Q0.5,12,2000,0.5,0.9661,calibrated,2.171924653,-1.205824653,24000,166.6666667
N12_D2000_Q0.6,12,2000,0.6,1.1885,calibrated,2.135775561,-0.9472755613,24000,166.6666667
N12_D2000_Q0.7,12,2000,0.7,1.3664,calibrated,2.099541742,-0.7331417423,24000,166.6666667
N12_D2000_Q0.8,12,2000,0.8,1.6065,calibrated,2.063193662,-0.4566936618,24000,166.6666667
N12_D2000_Q0.9,12,2000,0.9,1.7583,calibrated,2.026668904,-0.2683689036,24000,166.6666667
N12_D2000_Q0.95,12,2000,0.95,1.9375,calibrated,2.008288867,-0.0707888671,24000,166.6666667
N12_D2000_Q1.0,12,2000,1,1.9695,calibrated,1.989670464,-0.02017046399,24000,166.6666667
N20_D0005_Q0.05,20,5,0.05,0.5,extrapolated,2.952365956,-2.452365956,100,0.25
N20_D0005_Q0.1,20,5,0.1,0.5,extrapolated,2.934411997,-2.434411997,100,0.25
N20_D0005_Q0.2,20,5,0.2,0.5,extrapolated,2.898475783,-2.398475783,100,0.25
